Follower	Followee	Weight
11225	7151	1.0
7900	15868	1.0
7900	6110	1.0
22659	19799	1.0
7901	8293	1.0
7901	8153	1.0
7901	7268	1.0
7901	6519	1.0
7901	8158	1.0
7901	7537	1.0
20426	4653	1.0
7902	5668	1.0
7902	350	1.0
13794	13663	1.0
16254	23975	1.0
7903	1249	1.0
16255	10428	1.0
16255	1109	1.0
2862	7311	1.0
2862	8957	1.0
2862	7128	1.0
2862	12684	1.0
2862	2040	1.0
2862	11488	1.0
4627	7394	1.0
7904	7831	1.0
7904	19766	1.0
7904	19598	1.0
4628	1249	1.0
13795	19516	1.0
13795	10541	1.0
13795	2979	1.0
13795	9712	1.0
18220	10499	1.0
912	2866	1.0
912	20197	1.0
912	23891	1.0
23511	24495	1.0
7905	14462	1.0
7905	13151	1.0
7905	19281	1.0
7905	9583	1.0
7905	16144	1.0
7905	4308	1.0
16256	1556	1.0
7906	4288	1.0
26413	19823	1.0
26413	17235	1.0
26413	1249	1.0
26413	6498	1.0
26413	14141	1.0
6333	8592	1.0
6333	25687	1.0
18221	14278	1.0
13796	12131	1.0
22346	19088	1.0
22346	14176	1.0
22346	2039	1.0
22346	1249	1.0
22346	9193	1.0
7907	2039	1.0
7907	10674	1.0
7907	3380	1.0
7907	8861	1.0
7907	12270	1.0
7907	10523	1.0
7908	18657	1.0
7908	19608	1.0
7908	3850	1.0
7908	7989	1.0
7908	16088	1.0
7908	8227	1.0
7908	13261	1.0
7908	11748	1.0
19405	18657	1.0
19405	16519	1.0
19405	22371	1.0
19405	19352	1.0
19405	11288	1.0
19405	12555	1.0
19405	15508	1.0
19405	11133	1.0
19405	5538	1.0
19405	13668	1.0
19405	8247	1.0
19405	12931	1.0
13797	10794	1.0
13797	11595	1.0
13797	12180	1.0
13797	16194	1.0
23216	6826	1.0
23216	2039	1.0
11227	14050	1.0
22282	7831	1.0
7909	12995	1.0
7909	5884	1.0
7909	23588	1.0
7909	2102	1.0
7910	8581	1.0
18222	18241	1.0
21309	22734	1.0
21309	7831	1.0
21309	22146	1.0
21309	1249	1.0
21309	3063	1.0
21309	4065	1.0
21309	7045	1.0
18223	7927	1.0
18223	17001	1.0
18223	15275	1.0
18223	11913	1.0
18223	3063	1.0
18223	2611	1.0
18223	15229	1.0
18223	20280	1.0
18223	4239	1.0
18223	1533	1.0
18223	4852	1.0
18223	12902	1.0
18223	15975	1.0
18223	6584	1.0
18223	10257	1.0
18223	19907	1.0
18223	19638	1.0
18223	17235	1.0
18223	18501	1.0
18223	9051	1.0
18223	4057	1.0
18223	191	1.0
18223	12122	1.0
18223	10073	1.0
19879	1249	1.0
19879	12831	1.0
19879	22043	1.0
19879	23422	1.0
22124	21323	1.0
22124	2039	1.0
16258	18534	1.0
16258	9299	1.0
16258	10342	1.0
16258	14532	1.0
4629	9714	1.0
4629	1249	1.0
4629	17202	1.0
4630	10126	1.0
4630	3926	1.0
4630	855	1.0
1107	2204	1.0
1107	745	1.0
1107	5253	1.0
1107	9900	1.0
1107	272	1.0
1107	22971	1.0
16259	25042	1.0
16259	10817	1.0
16259	19721	1.0
16259	5933	1.0
25443	1249	1.0
16260	15360	1.0
16260	13318	1.0
16260	17048	1.0
16260	7361	1.0
5151	5382	1.0
5151	1249	1.0
5151	13784	1.0
5151	2730	1.0
5151	770	1.0
4631	4690	1.0
7911	21793	1.0
4632	18626	1.0
11228	902	1.0
21527	15019	1.0
21527	2039	1.0
16261	3378	1.0
11229	11428	1.0
11229	6339	1.0
11229	7061	1.0
11230	21744	1.0
1108	5139	1.0
1108	11138	1.0
1108	15395	1.0
1108	1427	1.0
1108	16309	1.0
19487	18190	1.0
19487	7439	1.0
19487	19658	1.0
2863	3233	1.0
2863	26318	1.0
2863	12651	1.0
2863	6022	1.0
2863	10671	1.0
2863	11827	1.0
2863	1923	1.0
11231	1249	1.0
11231	19799	1.0
13798	1241	1.0
13799	14352	1.0
13799	16286	1.0
24221	22796	1.0
24429	25050	1.0
25286	26053	1.0
25286	24953	1.0
25286	15833	1.0
25286	24683	1.0
17402	15576	1.0
13800	2760	1.0
13800	1249	1.0
13801	9816	1.0
13801	3421	1.0
13801	14262	1.0
13801	4313	1.0
13801	9664	1.0
13801	6656	1.0
13801	17527	1.0
2864	8502	1.0
2864	20398	1.0
2864	1045	1.0
330	3805	1.0
330	3962	1.0
330	4227	1.0
330	24242	1.0
1109	16255	1.0
23543	1155	1.0
23543	23412	1.0
23543	19215	1.0
4633	8133	1.0
4633	12385	1.0
8430	8260	1.0
13802	15755	1.0
13802	11337	1.0
13802	16450	1.0
13802	3823	1.0
13802	16902	1.0
13802	73	1.0
13802	5518	1.0
13802	19807	1.0
13802	19501	1.0
13802	967	1.0
13802	10722	1.0
13802	6959	1.0
13802	7448	1.0
13802	20581	1.0
13802	18252	1.0
11232	2107	1.0
4634	11020	1.0
4634	7145	1.0
21502	21591	1.0
9320	13765	1.0
9320	855	1.0
9320	11295	1.0
9320	2112	1.0
9320	16860	1.0
9320	16523	1.0
4635	19937	1.0
24850	19424	1.0
24850	24626	1.0
18224	2039	1.0
18224	16781	1.0
7913	2039	1.0
7913	3123	1.0
7913	18466	1.0
7913	15569	1.0
7913	5714	1.0
7913	19687	1.0
24897	24909	1.0
24897	24098	1.0
24222	8866	1.0
16262	13952	1.0
16262	4239	1.0
16262	16375	1.0
16262	12270	1.0
16262	10907	1.0
1112	5860	1.0
1112	1206	1.0
16263	12886	1.0
13803	16115	1.0
13803	475	1.0
7914	7367	1.0
7914	3236	1.0
20504	20345	1.0
20504	4636	1.0
20504	13712	1.0
11233	17479	1.0
11233	23111	1.0
11233	17142	1.0
20046	6022	1.0
20046	2280	1.0
20046	19657	1.0
19488	8490	1.0
7915	11295	1.0
7915	9259	1.0
7915	5869	1.0
7915	13107	1.0
7915	6769	1.0
7915	12734	1.0
4636	13992	1.0
4636	4239	1.0
4636	19501	1.0
4636	20504	1.0
22491	21815	1.0
7916	2162	1.0
7916	7769	1.0
16264	2117	1.0
16521	1249	1.0
16521	5026	1.0
16521	8234	1.0
25267	16790	1.0
1113	5729	1.0
1113	1249	1.0
1113	475	1.0
1113	17189	1.0
1113	18043	1.0
1113	7368	1.0
1113	7776	1.0
11235	4424	1.0
11235	2316	1.0
11235	16775	1.0
11235	8015	1.0
11235	11034	1.0
14873	15024	1.0
14873	2039	1.0
14873	11264	1.0
14873	6022	1.0
14873	6363	1.0
14873	296	1.0
14873	12744	1.0
7917	751	1.0
7917	17607	1.0
7917	3577	1.0
7917	22590	1.0
7917	18784	1.0
7917	2122	1.0
7917	7500	1.0
24618	1249	1.0
24618	7831	1.0
19592	2159	1.0
19592	13287	1.0
19592	5861	1.0
6640	6633	1.0
6640	11010	1.0
6640	2989	1.0
6640	7938	1.0
6640	9298	1.0
6640	5297	1.0
19489	21145	1.0
11058	9750	1.0
11058	8884	1.0
23904	1249	1.0
18227	11776	1.0
18227	16989	1.0
18227	13615	1.0
18227	4552	1.0
21550	21157	1.0
4638	7610	1.0
4638	1162	1.0
11849	5099	1.0
1115	25042	1.0
1115	14789	1.0
1115	1249	1.0
1115	7154	1.0
15217	219	1.0
15217	7646	1.0
15217	10824	1.0
4639	558	1.0
4640	1249	1.0
9182	14174	1.0
21245	15209	1.0
11236	15868	1.0
11236	1322	1.0
11236	1249	1.0
11236	7355	1.0
11236	20283	1.0
11236	6247	1.0
4641	22459	1.0
4641	13770	1.0
19708	6375	1.0
23398	24209	1.0
1117	479	1.0
1117	12744	1.0
1118	14454	1.0
1118	20381	1.0
1118	2359	1.0
1118	225	1.0
1118	63	1.0
1118	11168	1.0
1118	2645	1.0
1118	3063	1.0
1118	4138	1.0
1118	1171	1.0
1118	6943	1.0
1118	4146	1.0
1119	15694	1.0
7920	17157	1.0
7920	2009	1.0
16267	266	1.0
16267	11102	1.0
7921	2602	1.0
22003	1249	1.0
1120	1249	1.0
1120	22799	1.0
1120	5861	1.0
16268	11913	1.0
16268	5596	1.0
1121	5928	1.0
1121	9084	1.0
1121	2152	1.0
1121	8934	1.0
1121	8526	1.0
1121	20374	1.0
1121	17481	1.0
1121	5467	1.0
1121	7950	1.0
1121	16158	1.0
1121	25042	1.0
1121	5187	1.0
1121	20421	1.0
1121	4504	1.0
1121	1880	1.0
1121	5905	1.0
1121	16537	1.0
1121	16978	1.0
1121	12940	1.0
1121	19389	1.0
1121	8882	1.0
1121	9503	1.0
1121	18386	1.0
1121	15850	1.0
1121	10665	1.0
7922	12054	1.0
7922	855	1.0
7922	15317	1.0
7922	13992	1.0
7922	8619	1.0
7922	3416	1.0
7922	11556	1.0
7922	11369	1.0
12673	26053	1.0
12673	22146	1.0
12673	3116	1.0
12673	5050	1.0
12673	301	1.0
12673	8411	1.0
4642	12627	1.0
4642	2036	1.0
13805	4092	1.0
13805	2039	1.0
13805	1249	1.0
24467	15833	1.0
13806	2788	1.0
13806	3816	1.0
13806	13927	1.0
4643	4633	1.0
4643	2153	1.0
4643	3172	1.0
4643	14172	1.0
23180	25042	1.0
23180	7165	1.0
21367	16013	1.0
7923	5169	1.0
331	34	1.0
331	10982	1.0
331	1567	1.0
18228	12216	1.0
7924	2090	1.0
7924	260	1.0
4644	16350	1.0
4644	2126	1.0
4644	4560	1.0
4644	862	1.0
4644	18637	1.0
4644	15973	1.0
4644	2913	1.0
4644	16987	1.0
4644	3706	1.0
4644	16206	1.0
19490	18064	1.0
19490	19452	1.0
18229	2190	1.0
1123	12454	1.0
1123	13955	1.0
12898	8704	1.0
12898	2055	1.0
12898	15962	1.0
12898	13826	1.0
12898	12906	1.0
12898	10955	1.0
12898	2489	1.0
1124	4223	1.0
7925	14544	1.0
23163	1249	1.0
23163	24209	1.0
7926	2830	1.0
7926	4227	1.0
7926	10046	1.0
7926	20063	1.0
7926	15000	1.0
7926	11327	1.0
7926	1269	1.0
7926	6383	1.0
7926	2010	1.0
7926	10325	1.0
1125	6964	1.0
1125	9825	1.0
1125	7700	1.0
1125	855	1.0
1125	5594	1.0
1125	7470	1.0
1125	7311	1.0
1125	3746	1.0
1125	5226	1.0
1125	5950	1.0
1125	4968	1.0
1125	3096	1.0
1125	3112	1.0
1125	20185	1.0
25639	12084	1.0
24385	20266	1.0
7927	5788	1.0
13808	1082	1.0
25070	25119	1.0
25070	25126	1.0
25070	25120	1.0
25070	25121	1.0
25070	25118	1.0
25070	22806	1.0
19880	2897	1.0
6441	985	1.0
6441	1458	1.0
6441	12409	1.0
25072	25119	1.0
25072	25126	1.0
25072	25070	1.0
25072	22275	1.0
25072	25073	1.0
25072	25121	1.0
25072	25118	1.0
25072	25071	1.0
25074	25072	1.0
25074	25119	1.0
25074	25126	1.0
25074	25071	1.0
25074	25118	1.0
25074	25070	1.0
25074	25121	1.0
25074	22806	1.0
25074	25120	1.0
25074	25073	1.0
24178	1249	1.0
7928	6282	1.0
7928	11033	1.0
7928	13343	1.0
7928	3388	1.0
7928	4651	1.0
7929	22980	1.0
20596	20439	1.0
21913	2039	1.0
21913	1249	1.0
21913	17930	1.0
7930	21007	1.0
7930	7006	1.0
7931	2390	1.0
13809	15755	1.0
13809	18496	1.0
13809	8212	1.0
13809	12588	1.0
13809	11424	1.0
13809	10722	1.0
13809	3418	1.0
13809	11290	1.0
13809	15516	1.0
13809	20581	1.0
13809	12131	1.0
4645	1249	1.0
4645	10665	1.0
4645	2744	1.0
7932	24328	1.0
7932	12784	1.0
4646	11045	1.0
4646	9780	1.0
4646	2207	1.0
4646	829	1.0
4646	5153	1.0
4646	12982	1.0
4646	7441	1.0
16337	17614	1.0
13810	16109	1.0
20597	16701	1.0
20597	13766	1.0
13811	14316	1.0
13811	291	1.0
13811	20372	1.0
20598	1042	1.0
20598	10543	1.0
20010	10826	1.0
20010	17845	1.0
20010	720	1.0
20010	16769	1.0
20010	4159	1.0
4647	7125	1.0
19335	14273	1.0
19335	5766	1.0
19335	17527	1.0
20599	1249	1.0
20599	4599	1.0
7933	17977	1.0
7933	8617	1.0
7933	15279	1.0
7933	12279	1.0
7933	3579	1.0
7933	17102	1.0
7933	11858	1.0
7933	1205	1.0
7933	6881	1.0
7933	4161	1.0
7933	8587	1.0
7933	19236	1.0
7933	11685	1.0
7933	4076	1.0
7933	2312	1.0
7933	3221	1.0
7933	243	1.0
7933	12459	1.0
7933	10046	1.0
13812	314	1.0
13812	10383	1.0
21801	10955	1.0
21801	2039	1.0
24894	25758	1.0
23326	5710	1.0
25840	22856	1.0
7934	9765	1.0
24367	25720	1.0
24367	25691	1.0
24367	24812	1.0
24367	25690	1.0
21226	1249	1.0
11244	2840	1.0
23430	6826	1.0
7935	1249	1.0
11245	7192	1.0
11245	1249	1.0
3465	1249	1.0
16270	19524	1.0
13813	8753	1.0
12770	16711	1.0
13814	21630	1.0
13815	17773	1.0
13815	5866	1.0
13815	3824	1.0
13815	6251	1.0
1127	17955	1.0
1127	1249	1.0
11246	8004	1.0
11063	10972	1.0
11063	11056	1.0
11063	8884	1.0
18230	13428	1.0
18230	15451	1.0
18230	18622	1.0
1817	2039	1.0
1817	26	1.0
1817	1249	1.0
1817	5295	1.0
1817	322	1.0
1817	1854	1.0
1817	2609	1.0
1817	2797	1.0
18231	13523	1.0
18231	18626	1.0
7937	13541	1.0
22125	19167	1.0
7658	6564	1.0
1128	10722	1.0
7659	14353	1.0
7659	18523	1.0
7938	6640	1.0
7938	9521	1.0
4649	1249	1.0
4649	5567	1.0
4649	517	1.0
4649	2783	1.0
24524	9972	1.0
24524	21122	1.0
18232	18554	1.0
18232	12212	1.0
18232	7489	1.0
11247	17686	1.0
25733	25820	1.0
25733	25762	1.0
25733	24950	1.0
8435	14086	1.0
18233	9736	1.0
18233	14585	1.0
18233	2760	1.0
18233	16122	1.0
18233	4254	1.0
18233	13413	1.0
18233	6340	1.0
25036	5215	1.0
7939	1455	1.0
7939	12973	1.0
7939	14934	1.0
13816	13092	1.0
11248	12180	1.0
11248	9035	1.0
4650	8485	1.0
1130	25042	1.0
1130	16028	1.0
1130	8015	1.0
4651	7489	1.0
4651	5642	1.0
1131	821	1.0
20130	15317	1.0
20130	18357	1.0
20130	19937	1.0
20130	10565	1.0
11249	902	1.0
11250	18804	1.0
7940	8207	1.0
7940	8988	1.0
21779	22093	1.0
22769	23929	1.0
7941	2039	1.0
7941	8498	1.0
7941	10827	1.0
7941	14327	1.0
899	15624	1.0
899	14768	1.0
13817	465	1.0
11251	10554	1.0
11251	11778	1.0
18234	2737	1.0
18234	14178	1.0
18234	10939	1.0
18234	11778	1.0
7942	13456	1.0
7943	18616	1.0
8436	23211	1.0
8436	5382	1.0
21802	20027	1.0
13818	13991	1.0
24147	24209	1.0
20273	880	1.0
7944	9933	1.0
8437	11748	1.0
8437	291	1.0
8437	538	1.0
8437	5842	1.0
8437	18012	1.0
7945	17258	1.0
7945	10865	1.0
11253	15694	1.0
11253	4493	1.0
11253	1249	1.0
11253	6253	1.0
19492	7370	1.0
19492	2513	1.0
25817	25702	1.0
25817	25399	1.0
25817	25823	1.0
25817	24873	1.0
25817	25760	1.0
25817	24788	1.0
25817	25703	1.0
25817	23402	1.0
25817	25706	1.0
1133	2919	1.0
1133	7481	1.0
25243	25179	1.0
25243	25380	1.0
25243	25187	1.0
1134	297	1.0
4653	20426	1.0
11254	5100	1.0
11254	3674	1.0
11254	11213	1.0
11254	8196	1.0
11254	1924	1.0
11254	8319	1.0
11254	14141	1.0
11254	3352	1.0
11254	5609	1.0
11254	301	1.0
7947	7739	1.0
7947	3851	1.0
7947	6911	1.0
7947	4227	1.0
1135	728	1.0
1135	3429	1.0
19665	19885	1.0
16272	4239	1.0
16272	7104	1.0
16272	13318	1.0
11255	373	1.0
11255	2283	1.0
11255	17725	1.0
11255	12209	1.0
11255	16474	1.0
11255	11766	1.0
11255	9891	1.0
11255	1566	1.0
11255	1471	1.0
11255	6106	1.0
18235	4057	1.0
18235	13541	1.0
18235	19567	1.0
18235	14407	1.0
18235	6005	1.0
1136	7061	1.0
1136	1103	1.0
1136	11209	1.0
1137	1249	1.0
1137	11102	1.0
1137	1613	1.0
1137	2681	1.0
1137	2008	1.0
4654	6912	1.0
4654	4959	1.0
4654	219	1.0
4654	10155	1.0
4654	4481	1.0
4654	238	1.0
4654	12078	1.0
4654	9334	1.0
4654	11024	1.0
4654	10722	1.0
3904	6377	1.0
18236	1249	1.0
16274	21801	1.0
16274	4228	1.0
24678	2122	1.0
1139	6421	1.0
1139	373	1.0
1139	19824	1.0
5556	2117	1.0
5556	12992	1.0
24144	24372	1.0
1140	9362	1.0
16275	11452	1.0
4655	11	1.0
18237	6541	1.0
18237	4050	1.0
18237	13682	1.0
18237	16046	1.0
18237	18252	1.0
1142	26	1.0
1142	4155	1.0
19494	4280	1.0
19494	203	1.0
19494	9450	1.0
3875	1400	1.0
19709	19680	1.0
7949	2429	1.0
8438	11138	1.0
8438	1249	1.0
22844	16668	1.0
4657	573	1.0
4657	3123	1.0
20523	7024	1.0
7950	15991	1.0
7950	18453	1.0
7950	10503	1.0
7950	7421	1.0
7950	14864	1.0
7950	9841	1.0
7950	18565	1.0
7950	13801	1.0
7950	11996	1.0
7950	19914	1.0
7950	20867	1.0
7950	20335	1.0
7950	4610	1.0
7950	11955	1.0
7950	459	1.0
7950	7824	1.0
7950	11711	1.0
7950	4838	1.0
7950	20839	1.0
7950	11693	1.0
7950	9334	1.0
7950	8526	1.0
7950	5234	1.0
7950	2100	1.0
7950	11495	1.0
7950	1121	1.0
7950	20716	1.0
7950	9590	1.0
7950	16946	1.0
7950	4503	1.0
7950	8085	1.0
7950	7137	1.0
7950	12622	1.0
7950	6516	1.0
7950	20796	1.0
7950	4063	1.0
7950	4155	1.0
7950	16334	1.0
7950	20435	1.0
7950	4504	1.0
7950	16145	1.0
7950	5682	1.0
7950	12438	1.0
7950	14147	1.0
7950	9288	1.0
7950	20095	1.0
7950	5405	1.0
7950	16693	1.0
7950	18014	1.0
7950	14496	1.0
7950	17520	1.0
7950	8247	1.0
7950	16158	1.0
7950	20140	1.0
7950	8621	1.0
7950	19337	1.0
7950	10376	1.0
7950	21271	1.0
7950	15685	1.0
7950	15660	1.0
7950	18067	1.0
7950	14851	1.0
7950	15142	1.0
7950	3609	1.0
7950	13540	1.0
7950	4371	1.0
7950	14256	1.0
7950	9938	1.0
7951	11138	1.0
7951	3170	1.0
7952	10450	1.0
7952	6247	1.0
24237	6247	1.0
24237	11148	1.0
24237	11324	1.0
24237	22146	1.0
24237	22560	1.0
24237	1269	1.0
24237	1249	1.0
24237	19501	1.0
24237	4599	1.0
24237	6022	1.0
24237	18073	1.0
24237	23588	1.0
24237	6253	1.0
25414	2788	1.0
25414	25420	1.0
25414	8481	1.0
16276	1740	1.0
16276	19362	1.0
4658	4683	1.0
4658	2709	1.0
4658	11038	1.0
4658	15425	1.0
7954	1249	1.0
21186	3331	1.0
21186	4945	1.0
21186	18973	1.0
11257	16871	1.0
11257	5240	1.0
11257	8727	1.0
20647	14092	1.0
7955	4220	1.0
7955	13292	1.0
4659	5315	1.0
18238	16033	1.0
18238	19841	1.0
18238	19546	1.0
18238	4437	1.0
18238	17238	1.0
7956	8920	1.0
11258	8334	1.0
11258	12037	1.0
18239	9539	1.0
21688	10955	1.0
11259	12996	1.0
20811	14400	1.0
20811	19582	1.0
11260	9719	1.0
11260	3763	1.0
11260	13906	1.0
23268	1249	1.0
13822	14032	1.0
23066	1592	1.0
23066	5188	1.0
23066	2039	1.0
11261	3275	1.0
1144	6022	1.0
1144	11265	1.0
22660	26287	1.0
4661	3422	1.0
4661	11641	1.0
25444	23211	1.0
13823	969	1.0
13823	11454	1.0
13823	10057	1.0
13823	12158	1.0
13823	9736	1.0
13823	4288	1.0
13823	18125	1.0
13823	10324	1.0
13823	3770	1.0
13823	13006	1.0
13823	4134	1.0
13823	8910	1.0
13823	4795	1.0
13823	14781	1.0
13823	4865	1.0
13823	15754	1.0
13823	8271	1.0
13823	11522	1.0
13823	8759	1.0
13823	13268	1.0
13823	5972	1.0
13823	15181	1.0
13823	8860	1.0
13823	16004	1.0
4475	10595	1.0
7958	11521	1.0
25294	2827	1.0
4663	1249	1.0
7959	167	1.0
7959	57	1.0
1145	525	1.0
20131	15601	1.0
4664	203	1.0
4664	3080	1.0
4664	1724	1.0
4664	1137	1.0
11262	9972	1.0
19736	6990	1.0
16277	4392	1.0
16277	1249	1.0
16277	17867	1.0
16277	2039	1.0
16277	5861	1.0
4665	1249	1.0
4665	19961	1.0
4665	5127	1.0
4665	2039	1.0
18240	11302	1.0
18240	13771	1.0
18240	10291	1.0
18240	18747	1.0
18240	20695	1.0
24209	23773	1.0
24209	23925	1.0
24209	26343	1.0
24209	21973	1.0
24209	3185	1.0
24209	5451	1.0
24209	5998	1.0
24209	2563	1.0
24209	3743	1.0
24209	19995	1.0
24209	11548	1.0
24209	15312	1.0
18241	10179	1.0
18241	18260	1.0
18241	910	1.0
11263	5988	1.0
11263	2039	1.0
11263	800	1.0
11263	1249	1.0
11263	15783	1.0
11263	6380	1.0
13826	10156	1.0
13826	14636	1.0
13826	1050	1.0
13826	17415	1.0
13826	6379	1.0
13826	8856	1.0
13826	5085	1.0
13826	17115	1.0
13826	13025	1.0
13826	7159	1.0
13826	10000	1.0
13826	20885	1.0
13826	6801	1.0
13826	15903	1.0
13826	1040	1.0
13826	5884	1.0
13826	9234	1.0
13826	8790	1.0
13826	5790	1.0
13826	12965	1.0
11264	17214	1.0
11264	16527	1.0
11264	14873	1.0
11264	15151	1.0
11264	8562	1.0
11264	13079	1.0
11264	9492	1.0
11264	3150	1.0
11264	296	1.0
19985	21689	1.0
13827	13762	1.0
1148	4027	1.0
1148	1249	1.0
1148	16014	1.0
1148	1169	1.0
1148	2405	1.0
1148	6911	1.0
1148	16429	1.0
4666	1249	1.0
13648	12490	1.0
15720	1249	1.0
18571	15181	1.0
18571	8277	1.0
18571	18875	1.0
18243	15896	1.0
18243	12758	1.0
7961	18812	1.0
7961	10663	1.0
7961	16782	1.0
7961	910	1.0
7961	7826	1.0
7961	10914	1.0
7961	16000	1.0
7962	10862	1.0
7963	1740	1.0
7963	8015	1.0
7963	19362	1.0
7964	5470	1.0
7964	18537	1.0
18244	18211	1.0
12002	21711	1.0
12002	4086	1.0
12002	23243	1.0
1149	7355	1.0
7665	19638	1.0
18245	2750	1.0
18246	10672	1.0
18246	18173	1.0
25938	2039	1.0
16525	6337	1.0
16525	9259	1.0
16525	13370	1.0
11265	10078	1.0
11265	8789	1.0
7966	18400	1.0
7966	1515	1.0
7966	748	1.0
7966	8474	1.0
7966	17514	1.0
7966	1516	1.0
7966	11170	1.0
7966	17261	1.0
11266	1249	1.0
7967	17025	1.0
7967	7033	1.0
15525	16285	1.0
15525	12714	1.0
15525	20158	1.0
15525	846	1.0
15525	12698	1.0
16278	3574	1.0
25239	25381	1.0
25239	25387	1.0
1150	825	1.0
1150	2039	1.0
1150	11700	1.0
1150	17446	1.0
1150	739	1.0
1150	16477	1.0
24851	25042	1.0
24851	22424	1.0
24851	13993	1.0
24851	10119	1.0
24851	203	1.0
11332	3063	1.0
11243	12744	1.0
3468	2039	1.0
334	2277	1.0
334	880	1.0
334	821	1.0
334	26311	1.0
334	7679	1.0
334	1842	1.0
334	172	1.0
334	647	1.0
22140	921	1.0
22140	24209	1.0
22140	23891	1.0
22140	2039	1.0
22140	1249	1.0
22140	24162	1.0
22140	22562	1.0
22140	22289	1.0
7968	766	1.0
7968	10114	1.0
21433	367	1.0
24161	533	1.0
1151	1566	1.0
1151	8682	1.0
1151	7054	1.0
1151	12872	1.0
15293	13692	1.0
15293	17341	1.0
15293	20969	1.0
15293	5914	1.0
7969	2737	1.0
7969	19450	1.0
13830	14231	1.0
13830	20454	1.0
13830	12992	1.0
11269	11176	1.0
11269	5766	1.0
11269	7416	1.0
11269	1436	1.0
11269	5605	1.0
11269	3559	1.0
22416	22548	1.0
7970	13940	1.0
7970	13826	1.0
7970	8015	1.0
7970	9831	1.0
7970	4065	1.0
7970	5974	1.0
1153	2974	1.0
1153	5096	1.0
1154	1740	1.0
1154	13251	1.0
1154	8914	1.0
1154	22109	1.0
4667	4776	1.0
18248	16563	1.0
18248	14323	1.0
18248	14675	1.0
7972	12583	1.0
7972	14114	1.0
18249	15102	1.0
1155	17824	1.0
1155	2327	1.0
1155	2919	1.0
7974	3713	1.0
7974	7095	1.0
7974	3679	1.0
7974	15901	1.0
7974	11036	1.0
7974	6860	1.0
18250	11164	1.0
18250	19775	1.0
7976	10231	1.0
7976	1249	1.0
7976	20396	1.0
18251	1249	1.0
11270	18475	1.0
11270	15657	1.0
1156	23945	1.0
1156	2190	1.0
1156	21801	1.0
1156	9195	1.0
7977	10276	1.0
23327	22650	1.0
24953	25286	1.0
24953	26053	1.0
7978	14024	1.0
16279	8841	1.0
16279	10955	1.0
16279	16652	1.0
22961	7529	1.0
20737	7465	1.0
20737	20440	1.0
7979	26317	1.0
7980	21278	1.0
7980	12731	1.0
7980	10348	1.0
7980	2750	1.0
11271	18391	1.0
11271	7753	1.0
1157	10	1.0
1157	16565	1.0
16280	4600	1.0
16280	16377	1.0
16280	21016	1.0
16280	17336	1.0
7981	10939	1.0
1158	8879	1.0
1158	15547	1.0
1158	12744	1.0
1158	12320	1.0
1158	2572	1.0
7982	296	1.0
7982	14704	1.0
7982	11000	1.0
18253	9057	1.0
21306	17277	1.0
7983	9728	1.0
7985	8796	1.0
7985	9727	1.0
7985	4919	1.0
7986	23925	1.0
7986	3850	1.0
21738	14167	1.0
23856	1249	1.0
23856	2159	1.0
16282	14275	1.0
16282	10187	1.0
16282	16974	1.0
16282	14542	1.0
16282	8133	1.0
16282	13475	1.0
16282	14035	1.0
7987	326	1.0
1159	11176	1.0
1159	907	1.0
1159	26318	1.0
1159	8729	1.0
16283	6084	1.0
16283	10724	1.0
22770	2039	1.0
4029	4516	1.0
1160	1238	1.0
1160	1566	1.0
1160	1067	1.0
1160	4565	1.0
1160	8162	1.0
18254	6118	1.0
1161	2283	1.0
1161	13314	1.0
1161	10399	1.0
1161	4538	1.0
1161	11409	1.0
1161	780	1.0
1161	0	1.0
1161	2554	1.0
1161	12146	1.0
1161	8136	1.0
1161	6087	1.0
1161	5280	1.0
1161	8470	1.0
1161	2783	1.0
1161	2428	1.0
1161	1745	1.0
1161	5807	1.0
1161	924	1.0
1161	10955	1.0
1161	2325	1.0
1161	16536	1.0
1161	23584	1.0
1161	834	1.0
1161	4541	1.0
1161	554	1.0
1161	11924	1.0
1161	7098	1.0
1161	750	1.0
1161	1755	1.0
1161	6486	1.0
1161	479	1.0
1161	5877	1.0
1161	1400	1.0
1161	13287	1.0
1161	199	1.0
1161	8296	1.0
1161	1384	1.0
1161	8337	1.0
1161	247	1.0
1161	13832	1.0
1161	448	1.0
1161	2269	1.0
1161	225	1.0
1161	11618	1.0
1161	908	1.0
1161	1566	1.0
1161	12036	1.0
1161	879	1.0
1161	4456	1.0
1161	2501	1.0
1161	3252	1.0
1161	10206	1.0
22090	22958	1.0
22090	22675	1.0
11274	2039	1.0
19981	20540	1.0
4671	14141	1.0
4671	642	1.0
4671	22	1.0
4671	23211	1.0
4671	908	1.0
4671	13293	1.0
4671	293	1.0
4671	6070	1.0
4671	862	1.0
4671	5861	1.0
4671	16897	1.0
4671	7517	1.0
4671	10439	1.0
4671	11138	1.0
10045	4974	1.0
16284	17681	1.0
11275	6022	1.0
11275	19885	1.0
11275	12684	1.0
7988	2642	1.0
7988	16386	1.0
11276	1468	1.0
16285	4414	1.0
16285	7876	1.0
16285	5594	1.0
16285	2698	1.0
16285	11345	1.0
16285	3056	1.0
16285	14602	1.0
16285	2514	1.0
16285	18085	1.0
16285	15525	1.0
16285	18741	1.0
16285	2192	1.0
16285	101	1.0
16285	14742	1.0
